_20_1,4,9987,19413
_20_2,4,8841,18441
_20_3,4,8458,17818
_20_4,4,9482,18842
_20_5,4,9067,18427
_20_6,4,9220,18820
_20_7,4,7996,17356
_20_8,4,9069,18429
_20_9,4,8447,18047
_20_10,4,8428,17788
_30_1,6,11881,25921
_30_2,5,11192,24392
_30_3,6,13222,27262
_30_4,6,13566,26766
_30_5,6,11819,25751
_30_6,6,13873,27913
_30_7,5,12096,25596
_30_8,6,12996,27036
_30_9,5,11428,24928
_30_10,6,13149,27189
_40_1,8,16692,34992
_40_2,8,17099,35819
_40_3,7,15458,33385
_40_4,7,16573,34873
_40_5,7,15321,33621
_40_6,7,16249,34529
_40_7,8,17175,35475
_40_8,7,15185,33065
_40_9,7,15289,33589
_40_10,7,15996,34296
_50_1,8,17645,39365
_50_2,9,18898,41458
_50_3,9,18372,40932
_50_4,9,19289,41650
_50_5,9,19115,41675
_50_6,9,17544,40104
_50_7,9,19125,42207
_50_8,9,18720,40661
_50_9,9,18926,41486
_50_10,8,18422,40622
_60_1,10,22449,48849
_60_2,10,23564,50564
_60_3,9,18673,44233
_60_4,10,21453,47853
_60_5,10,20826,46926
_60_6,10,22381,48523
_60_7,10,21064,47464
_60_8,11,22663,49903
_60_9,10,21170,48170
_60_10,10,20952,47952
_70_1,12,25403,56483
_70_2,12,23754,54654
_70_3,11,23129,53660
_70_4,11,24578,54818
_70_5,10,22527,51927
_70_6,12,24720,55800
_70_7,12,25597,56677
_70_8,12,25776,56856
_70_9,12,25140,56535
_70_10,11,24507,55407
_80_1,12,28116,62916
_80_2,14,28644,64344
_80_3,14,28853,64613
_80_4,13,26011,60931
_80_5,14,27611,63371
_80_6,14,28280,64040
_80_7,12,26721,61521
_80_8,13,30698,66398
_80_9,13,28275,63975
_80_10,14,27888,63648
_90_1,15,30542,70142
_90_2,15,30900,70500
_90_3,14,28907,67667
_90_4,15,31115,70715
_90_5,14,28411,67171
_90_6,15,31276,70876
_90_7,14,32113,71713
_90_8,15,29791,69391
_90_9,14,28288,67888
_90_10,15,30413,70013
