_20_1,3,8239.0,16939.0
_20_2,3,7891.0,16591.0
_20_3,3,7773.0,16473.0
_20_4,3,7761.0,16461.0
_20_5,3,7881.0,16581.0
_20_6,3,6316.0,15016.0
_20_7,2,6169.0,13969.0
_20_8,3,7049.0,15749.0
_20_9,2,5223.0,13023.0
_20_10,3,6713.0,15413.0
_30_1,3,9902.0,21602.0
_30_2,4,10492.0,23092.0
_30_3,4,11766.0,24366.0
_30_4,3,9346.0,21046.0
_30_5,3,9108.0,20808.0
_30_6,3,7914.0,19614.0
_30_7,3,8441.0,20141.0
_30_8,3,8097.0,19797.0
_30_9,3,9528.0,21228.0
_30_10,4,8919.0,21519.0
_40_1,4,10884.0,26484.0
_40_2,5,12840.0,29340.0
_40_3,4,11645.0,27245.0
_40_4,4,11908.0,27508.0
_40_5,5,12634.0,29134.0
_40_6,4,12504.0,28104.0
_40_7,5,13424.0,29924.0
_40_8,4,11394.0,26994.0
_40_9,4,10416.0,26016.0
_40_10,5,13450.0,29950.0
_50_1,5,13468.0,32968.0
_50_2,5,14653.0,34153.0
_50_3,5,13488.0,32988.0
_50_4,5,13942.0,33442.0
_50_5,5,12974.0,32474.0
_50_6,5,12146.0,31646.0
_50_7,6,14627.0,35027.0
_50_8,6,14800.0,35200.0
_50_9,6,16617.0,37017.0
_50_10,5,14784.0,34284.0
_60_1,6,15364.0,38764.0
_60_2,6,16892.0,40292.0
_60_3,6,14643.0,38043.0
_60_4,6,16555.0,39955.0
_60_5,6,15084.0,38484.0
_60_6,6,16329.0,39729.0
_60_7,6,16786.0,40186.0
_60_8,7,17375.0,41675.0
_60_9,6,16464.0,39864.0
_60_10,6,16045.0,39445.0
_70_1,7,18898.0,46198.0
_70_2,7,18558.0,45858.0
_70_3,7,19182.0,46482.0
_70_4,7,17642.0,44942.0
_70_5,7,17417.0,44717.0
_70_6,7,17374.0,44674.0
_70_7,7,17698.0,44998.0
_70_8,7,17464.0,44764.0
_70_9,7,18030.0,45330.0
_70_10,7,19154.0,46454.0
_80_1,7,19681.0,49981.0
_80_2,8,19457.0,50657.0
_80_3,8,21331.0,52531.0
_80_4,8,20047.0,51247.0
_80_5,8,20866.0,52066.0
_80_6,8,19526.0,50726.0
_80_7,8,21397.0,52597.0
_80_8,8,21140.0,52340.0
_80_9,8,20167.0,51367.0
_80_10,8,19381.0,50581.0
_90_1,9,23598.0,58698.0
_90_2,9,22034.0,57134.0
_90_3,9,22731.0,57831.0
_90_4,9,21428.0,56528.0
_90_5,8,22013.0,56213.0
_90_6,9,21789.0,56889.0
_90_7,8,21783.0,55983.0
_90_8,9,21770.0,56870.0
_90_9,9,23128.0,58228.0
_90_10,9,21701.0,56801.0
