2460,7,71,18850.0,46450.0,1570.8333333333333,7741.666666666666,346724.0
4200,6,70,17692.0,44092.0,1474.3333333333333,7348.666666666666,325282.0
6060,7,70,19969.0,47269.0,1664.0833333333333,7878.166666666666,322518.0
8220,7,70,19859.0,47159.0,1654.9166666666665,7859.833333333333,349612.0
10860,7,71,18217.0,45817.0,1518.0833333333333,7636.166666666666,341178.0
13620,5,54,15419.0,36119.0,1284.9166666666665,6019.833333333333,277945.0
16380,5,52,16249.0,36349.0,1354.0833333333333,6058.166666666666,276373.0
19140,6,55,15707.0,37607.0,1308.9166666666665,6267.833333333333,270217.0
21900,6,61,16518.0,40218.0,1376.5,6703.0,299595.0
23880,8,73,19338.0,48438.0,1611.5,8073.0,316947.0
25740,7,72,20062.0,47962.0,1671.8333333333333,7993.666666666666,335749.0
27060,7,74,19669.0,48169.0,1639.0833333333333,8028.166666666666,317622.0
28380,7,75,20850.0,49650.0,1737.5,8275.0,332215.0
29940,7,71,20738.0,48338.0,1728.1666666666665,8056.333333333333,318127.0
31800,7,72,19564.0,47464.0,1630.3333333333333,7910.666666666666,332360.0
34440,7,71,19128.0,46728.0,1594.0,7788.0,360060.0
37200,6,62,15087.0,39087.0,1257.25,6514.5,318639.0
39960,4,41,14429.0,30329.0,1202.4166666666665,5054.833333333333,218980.0
42960,2,15,6531.0,12831.0,544.25,2138.5,70741.0
