0.01,2458.7470927298405,2458.7470927298405
0.225,2290.5355440970648,2290.5355440970643
0.452,2088.5670950598287,2088.5670950598287
0.696,1945.4314950285786,1903.414809435333
0.901,1799.0035408586657,1756.98685526542
0.98,1799.0035408586657,1756.9868552654202
1.066,1723.3936637564077,1635.3352569976973
1.142,1723.3936637564077,1594.4933010757868
1.249,1723.3936637564077,1570.5222707645605
1.352,1723.393663756408,1518.1307265921528
1.424,1723.393663756408,1518.1307265921528
1.476,1723.393663756408,1518.1307265921528
