930.0,1775.0,1149.0,2318.0,1441.0,1229.0,2453.0,1900.0,1126.0,1612.0,2412.0,2142.0,1515.0,1159.0,1845.0,1235.0,1419.0,2440.0,1659.0,2163.0,1278.0,2089.0,2450.0,1974.0,1187.0,930.0,
1175.0,330.0,960.0,877.0,688.0,883.0,1140.0,494.0,981.0,704.0,1229.0,1155.0,751.0,1306.0,508.0,1044.0,1157.0,1290.0,823.0,722.0,859.0,729.0,1146.0,634.0,1003.0,1175.0,
549.0,960.0,330.0,1500.0,622.0,409.0,1640.0,1081.0,393.0,847.0,1614.0,1366.0,712.0,696.0,1043.0,547.0,830.0,1647.0,871.0,1345.0,518.0,1271.0,1639.0,1156.0,536.0,549.0,
1718.0,877.0,1500.0,330.0,1214.0,1421.0,830.0,753.0,1526.0,1189.0,1066.0,1220.0,1214.0,1829.0,879.0,1551.0,1672.0,1142.0,1192.0,485.0,1406.0,661.0,846.0,739.0,1548.0,1718.0,
841.0,688.0,622.0,1214.0,330.0,543.0,1356.0,792.0,661.0,740.0,1354.0,1151.0,498.0,949.0,811.0,688.0,988.0,1395.0,666.0,1060.0,606.0,979.0,1356.0,864.0,739.0,841.0,
629.0,883.0,409.0,1421.0,543.0,330.0,1564.0,1002.0,453.0,799.0,1545.0,1307.0,645.0,762.0,972.0,563.0,857.0,1580.0,810.0,1267.0,497.0,1192.0,1563.0,1077.0,569.0,629.0,
1853.0,1140.0,1640.0,830.0,1356.0,1564.0,330.0,976.0,1686.0,1513.0,605.0,900.0,1271.0,1893.0,1240.0,1605.0,1957.0,676.0,1158.0,875.0,1615.0,741.0,349.0,844.0,1757.0,1853.0,
1300.0,494.0,1081.0,753.0,792.0,1002.0,976.0,330.0,1111.0,867.0,1077.0,1044.0,800.0,1407.0,621.0,1129.0,1319.0,1141.0,813.0,601.0,1005.0,565.0,982.0,478.0,1150.0,1300.0,
526.0,981.0,393.0,1526.0,661.0,453.0,1686.0,1111.0,330.0,830.0,1668.0,1426.0,767.0,708.0,1049.0,603.0,769.0,1702.0,930.0,1371.0,492.0,1309.0,1685.0,1194.0,475.0,526.0,
1012.0,704.0,847.0,1189.0,740.0,799.0,1513.0,867.0,830.0,330.0,1597.0,1481.0,900.0,1207.0,640.0,1028.0,815.0,1654.0,1048.0,1045.0,667.0,1101.0,1518.0,1007.0,769.0,1012.0,
1812.0,1229.0,1614.0,1066.0,1354.0,1545.0,605.0,1077.0,1668.0,1597.0,330.0,685.0,1232.0,1812.0,1366.0,1534.0,1998.0,406.0,1084.0,1068.0,1629.0,864.0,586.0,929.0,1763.0,1812.0,
1542.0,1155.0,1366.0,1220.0,1151.0,1307.0,900.0,1044.0,1426.0,1481.0,685.0,330.0,997.0,1507.0,1324.0,1246.0,1808.0,672.0,827.0,1159.0,1424.0,916.0,884.0,914.0,1542.0,1542.0,
915.0,751.0,712.0,1214.0,498.0,645.0,1271.0,800.0,767.0,900.0,1232.0,997.0,330.0,963.0,909.0,675.0,1144.0,1265.0,502.0,1068.0,758.0,933.0,1268.0,823.0,875.0,915.0,
559.0,1306.0,696.0,1829.0,949.0,762.0,1893.0,1407.0,708.0,1207.0,1812.0,1507.0,963.0,330.0,1405.0,619.0,1045.0,1829.0,1067.0,1677.0,871.0,1565.0,1888.0,1454.0,808.0,559.0,
1245.0,508.0,1043.0,879.0,811.0,972.0,1240.0,621.0,1049.0,640.0,1366.0,1324.0,909.0,1405.0,330.0,1166.0,1125.0,1431.0,998.0,740.0,903.0,839.0,1248.0,768.0,1035.0,1245.0,
635.0,1044.0,547.0,1551.0,688.0,563.0,1605.0,1129.0,603.0,1028.0,1534.0,1246.0,675.0,619.0,1166.0,330.0,1041.0,1556.0,783.0,1401.0,725.0,1278.0,1601.0,1167.0,748.0,635.0,
819.0,1157.0,830.0,1672.0,988.0,857.0,1957.0,1319.0,769.0,815.0,1998.0,1808.0,1144.0,1045.0,1125.0,1041.0,330.0,2045.0,1316.0,1526.0,715.0,1549.0,1961.0,1443.0,625.0,819.0,
1840.0,1290.0,1647.0,1142.0,1395.0,1580.0,676.0,1141.0,1702.0,1654.0,406.0,672.0,1265.0,1829.0,1431.0,1556.0,2045.0,330.0,1111.0,1142.0,1671.0,933.0,658.0,993.0,1802.0,1840.0,
1059.0,823.0,871.0,1192.0,666.0,810.0,1158.0,813.0,930.0,1048.0,1084.0,827.0,502.0,1067.0,998.0,783.0,1316.0,1111.0,330.0,1060.0,931.0,877.0,1152.0,783.0,1045.0,1059.0,
1563.0,722.0,1345.0,485.0,1060.0,1267.0,875.0,601.0,1371.0,1045.0,1068.0,1159.0,1068.0,1677.0,740.0,1401.0,1526.0,1142.0,1060.0,330.0,1251.0,573.0,887.0,616.0,1394.0,1563.0,
678.0,859.0,518.0,1406.0,606.0,497.0,1615.0,1005.0,492.0,667.0,1629.0,1424.0,758.0,871.0,903.0,725.0,715.0,1671.0,931.0,1251.0,330.0,1220.0,1616.0,1107.0,475.0,678.0,
1489.0,729.0,1271.0,661.0,979.0,1192.0,741.0,565.0,1309.0,1101.0,864.0,916.0,933.0,1565.0,839.0,1278.0,1549.0,933.0,877.0,573.0,1220.0,330.0,747.0,445.0,1365.0,1489.0,
1850.0,1146.0,1639.0,846.0,1356.0,1563.0,349.0,982.0,1685.0,1518.0,586.0,884.0,1268.0,1888.0,1248.0,1601.0,1961.0,658.0,1152.0,887.0,1616.0,747.0,330.0,848.0,1758.0,1850.0,
1374.0,634.0,1156.0,739.0,864.0,1077.0,844.0,478.0,1194.0,1007.0,929.0,914.0,823.0,1454.0,768.0,1167.0,1443.0,993.0,783.0,616.0,1107.0,445.0,848.0,330.0,1252.0,1374.0,
587.0,1003.0,536.0,1548.0,739.0,569.0,1757.0,1150.0,475.0,769.0,1763.0,1542.0,875.0,808.0,1035.0,748.0,625.0,1802.0,1045.0,1394.0,475.0,1365.0,1758.0,1252.0,330.0,587.0,
330.0,1175.0,549.0,1718.0,841.0,629.0,1853.0,1300.0,526.0,1012.0,1812.0,1542.0,915.0,559.0,1245.0,635.0,819.0,1840.0,1059.0,1563.0,678.0,1489.0,1850.0,1374.0,587.0,300.0,
