930.0,1035.0,1494.0,1647.0,1976.0,1584.0,1009.0,1505.0,1953.0,1493.0,1175.0,2407.0,1332.0,1659.0,1452.0,1689.0,930.0,
435.0,330.0,791.0,975.0,1286.0,879.0,497.0,819.0,1276.0,881.0,664.0,1710.0,709.0,968.0,791.0,1003.0,435.0,
894.0,791.0,330.0,927.0,878.0,449.0,937.0,739.0,940.0,1115.0,1079.0,1262.0,964.0,776.0,701.0,846.0,894.0,
1047.0,975.0,927.0,330.0,1417.0,875.0,1125.0,525.0,1524.0,734.0,1291.0,1683.0,727.0,536.0,1243.0,480.0,1047.0,
1376.0,1286.0,878.0,1417.0,330.0,880.0,1393.0,1253.0,535.0,1661.0,1490.0,791.0,1511.0,1223.0,915.0,1295.0,1376.0,
984.0,879.0,449.0,875.0,880.0,330.0,1034.0,703.0,980.0,1122.0,1183.0,1217.0,987.0,698.0,815.0,771.0,984.0,
409.0,497.0,937.0,1125.0,1393.0,1034.0,330.0,980.0,1354.0,964.0,499.0,1832.0,807.0,1132.0,844.0,1164.0,409.0,
905.0,819.0,739.0,525.0,1253.0,703.0,980.0,330.0,1344.0,777.0,1149.0,1560.0,688.0,492.0,1049.0,514.0,905.0,
1353.0,1276.0,940.0,1524.0,535.0,980.0,1354.0,1344.0,330.0,1716.0,1425.0,937.0,1555.0,1344.0,844.0,1418.0,1353.0,
893.0,881.0,1115.0,734.0,1661.0,1122.0,964.0,777.0,1716.0,330.0,1098.0,2001.0,505.0,902.0,1305.0,872.0,893.0,
575.0,664.0,1079.0,1291.0,1490.0,1183.0,499.0,1149.0,1425.0,1098.0,330.0,1942.0,954.0,1301.0,913.0,1333.0,575.0,
1807.0,1710.0,1262.0,1683.0,791.0,1217.0,1832.0,1560.0,937.0,2001.0,1942.0,330.0,1874.0,1477.0,1374.0,1539.0,1807.0,
732.0,709.0,964.0,727.0,1511.0,987.0,807.0,688.0,1555.0,505.0,954.0,1874.0,330.0,840.0,1131.0,831.0,732.0,
1059.0,968.0,776.0,536.0,1223.0,698.0,1132.0,492.0,1344.0,902.0,1301.0,1477.0,840.0,330.0,1128.0,403.0,1059.0,
852.0,791.0,701.0,1243.0,915.0,815.0,844.0,1049.0,844.0,1305.0,913.0,1374.0,1131.0,1128.0,330.0,1193.0,852.0,
1089.0,1003.0,846.0,480.0,1295.0,771.0,1164.0,514.0,1418.0,872.0,1333.0,1539.0,831.0,403.0,1193.0,330.0,1089.0,
330.0,435.0,894.0,1047.0,1376.0,984.0,409.0,905.0,1353.0,893.0,575.0,1807.0,732.0,1059.0,852.0,1089.0,300.0,
