930.0,1326.0,1576.0,1452.0,1870.0,1612.0,1555.0,1371.0,2266.0,1011.0,998.0,1394.0,1362.0,1683.0,1813.0,1096.0,2026.0,1003.0,1094.0,1345.0,1268.0,1144.0,930.0,
726.0,330.0,1060.0,987.0,954.0,802.0,570.0,680.0,1511.0,740.0,721.0,1025.0,948.0,881.0,1221.0,746.0,1119.0,684.0,587.0,760.0,915.0,573.0,726.0,
976.0,1060.0,330.0,463.0,1122.0,820.0,1120.0,720.0,1142.0,1056.0,1042.0,608.0,566.0,821.0,585.0,1140.0,1209.0,918.0,911.0,631.0,678.0,876.0,976.0,
852.0,987.0,463.0,330.0,1158.0,842.0,1085.0,677.0,1262.0,932.0,920.0,489.0,432.0,864.0,718.0,1018.0,1264.0,799.0,806.0,568.0,545.0,778.0,852.0,
1270.0,954.0,1122.0,1158.0,330.0,647.0,747.0,878.0,1029.0,1316.0,1295.0,1292.0,1200.0,631.0,1091.0,1349.0,495.0,1202.0,1106.0,974.0,1251.0,1056.0,1270.0,
1012.0,802.0,820.0,842.0,647.0,330.0,714.0,581.0,1039.0,1073.0,1052.0,976.0,883.0,410.0,850.0,1124.0,771.0,940.0,857.0,663.0,940.0,803.0,1012.0,
955.0,570.0,1120.0,1085.0,747.0,714.0,330.0,739.0,1383.0,977.0,958.0,1165.0,1076.0,781.0,1218.0,986.0,910.0,902.0,800.0,848.0,1075.0,767.0,955.0,
771.0,680.0,720.0,677.0,878.0,581.0,739.0,330.0,1235.0,838.0,817.0,772.0,679.0,645.0,872.0,899.0,1017.0,698.0,628.0,442.0,708.0,574.0,771.0,
1666.0,1511.0,1142.0,1262.0,1029.0,1039.0,1383.0,1235.0,330.0,1738.0,1719.0,1418.0,1357.0,959.0,913.0,1804.0,940.0,1594.0,1532.0,1253.0,1461.0,1479.0,1666.0,
411.0,740.0,1056.0,932.0,1316.0,1073.0,977.0,838.0,1738.0,330.0,351.0,870.0,842.0,1146.0,1293.0,418.0,1475.0,476.0,546.0,821.0,744.0,600.0,411.0,
398.0,721.0,1042.0,920.0,1295.0,1052.0,958.0,817.0,1719.0,351.0,330.0,862.0,830.0,1125.0,1277.0,428.0,1454.0,458.0,525.0,803.0,736.0,579.0,398.0,
794.0,1025.0,608.0,489.0,1292.0,976.0,1165.0,772.0,1418.0,870.0,862.0,330.0,424.0,1007.0,860.0,958.0,1408.0,760.0,801.0,661.0,457.0,790.0,794.0,
762.0,948.0,566.0,432.0,1200.0,883.0,1076.0,679.0,1357.0,842.0,830.0,424.0,330.0,918.0,821.0,929.0,1318.0,716.0,739.0,567.0,443.0,721.0,762.0,
1083.0,881.0,821.0,864.0,631.0,410.0,781.0,645.0,959.0,1146.0,1125.0,1007.0,918.0,330.0,811.0,1200.0,731.0,1011.0,931.0,713.0,985.0,877.0,1083.0,
1213.0,1221.0,585.0,718.0,1091.0,850.0,1218.0,872.0,913.0,1293.0,1277.0,860.0,821.0,811.0,330.0,1373.0,1131.0,1149.0,1124.0,821.0,933.0,1081.0,1213.0,
496.0,746.0,1140.0,1018.0,1349.0,1124.0,986.0,899.0,1804.0,418.0,428.0,958.0,929.0,1200.0,1373.0,330.0,1511.0,554.0,601.0,894.0,832.0,655.0,496.0,
1426.0,1119.0,1209.0,1264.0,495.0,771.0,910.0,1017.0,940.0,1475.0,1454.0,1408.0,1318.0,731.0,1131.0,1511.0,330.0,1357.0,1263.0,1105.0,1381.0,1212.0,1426.0,
403.0,684.0,918.0,799.0,1202.0,940.0,902.0,698.0,1594.0,476.0,458.0,760.0,716.0,1011.0,1149.0,554.0,1357.0,330.0,433.0,675.0,632.0,477.0,403.0,
494.0,587.0,911.0,806.0,1106.0,857.0,800.0,628.0,1532.0,546.0,525.0,801.0,739.0,931.0,1124.0,601.0,1263.0,433.0,330.0,635.0,679.0,384.0,494.0,
745.0,760.0,631.0,568.0,974.0,663.0,848.0,442.0,1253.0,821.0,803.0,661.0,567.0,713.0,821.0,894.0,1105.0,675.0,635.0,330.0,607.0,590.0,745.0,
668.0,915.0,678.0,545.0,1251.0,940.0,1075.0,708.0,1461.0,744.0,736.0,457.0,443.0,985.0,933.0,832.0,1381.0,632.0,679.0,607.0,330.0,675.0,668.0,
544.0,573.0,876.0,778.0,1056.0,803.0,767.0,574.0,1479.0,600.0,579.0,790.0,721.0,877.0,1081.0,655.0,1212.0,477.0,384.0,590.0,675.0,330.0,544.0,
330.0,726.0,976.0,852.0,1270.0,1012.0,955.0,771.0,1666.0,411.0,398.0,794.0,762.0,1083.0,1213.0,496.0,1426.0,403.0,494.0,745.0,668.0,544.0,300.0,
