930.0,1640.0,1720.0,1926.0,1843.0,2416.0,1238.0,2125.0,1996.0,1792.0,2250.0,1998.0,1441.0,1903.0,1651.0,1553.0,1316.0,1555.0,1674.0,2265.0,1477.0,930.0,
1040.0,330.0,900.0,777.0,584.0,1107.0,772.0,973.0,687.0,483.0,1148.0,691.0,926.0,1051.0,341.0,988.0,824.0,864.0,859.0,1069.0,520.0,1040.0,
1120.0,900.0,330.0,708.0,833.0,1372.0,1057.0,834.0,1109.0,936.0,897.0,1117.0,1341.0,520.0,902.0,573.0,735.0,498.0,381.0,989.0,967.0,1120.0,
1326.0,777.0,708.0,330.0,557.0,996.0,1143.0,537.0,801.0,710.0,702.0,810.0,1360.0,741.0,772.0,933.0,970.0,816.0,709.0,669.0,940.0,1326.0,
1243.0,584.0,833.0,557.0,330.0,929.0,1008.0,730.0,606.0,484.0,912.0,615.0,1179.0,928.0,576.0,1007.0,944.0,876.0,811.0,816.0,769.0,1243.0,
1816.0,1107.0,1372.0,996.0,929.0,330.0,1543.0,960.0,763.0,955.0,1085.0,763.0,1619.0,1391.0,1096.0,1584.0,1543.0,1457.0,1367.0,869.0,1285.0,1816.0,
638.0,772.0,1057.0,1143.0,1008.0,1543.0,330.0,1350.0,1113.0,924.0,1502.0,1115.0,633.0,1246.0,783.0,982.0,705.0,920.0,1005.0,1473.0,588.0,638.0,
1525.0,973.0,834.0,537.0,730.0,960.0,1350.0,330.0,910.0,882.0,516.0,919.0,1563.0,785.0,966.0,1076.0,1159.0,976.0,853.0,485.0,1144.0,1525.0,
1396.0,687.0,1109.0,801.0,606.0,763.0,1113.0,910.0,330.0,545.0,1093.0,339.0,1191.0,1199.0,677.0,1271.0,1164.0,1139.0,1086.0,931.0,855.0,1396.0,
1192.0,483.0,936.0,710.0,484.0,955.0,924.0,882.0,545.0,330.0,1065.0,550.0,1054.0,1057.0,472.0,1071.0,949.0,941.0,904.0,955.0,668.0,1192.0,
1650.0,1148.0,897.0,702.0,912.0,1085.0,1502.0,516.0,1093.0,1065.0,330.0,1102.0,1731.0,785.0,1143.0,1136.0,1270.0,1058.0,930.0,547.0,1311.0,1650.0,
1398.0,691.0,1117.0,810.0,615.0,763.0,1115.0,919.0,339.0,550.0,1102.0,330.0,1189.0,1208.0,680.0,1278.0,1169.0,1147.0,1093.0,938.0,857.0,1398.0,
841.0,926.0,1341.0,1360.0,1179.0,1619.0,633.0,1563.0,1191.0,1054.0,1731.0,1189.0,330.0,1528.0,934.0,1284.0,1008.0,1216.0,1290.0,1665.0,750.0,841.0,
1303.0,1051.0,520.0,741.0,928.0,1391.0,1246.0,785.0,1199.0,1057.0,785.0,1208.0,1528.0,330.0,1052.0,710.0,920.0,678.0,571.0,930.0,1142.0,1303.0,
1051.0,341.0,902.0,772.0,576.0,1096.0,783.0,966.0,677.0,472.0,1143.0,680.0,934.0,1052.0,330.0,994.0,833.0,869.0,862.0,1061.0,530.0,1051.0,
953.0,988.0,573.0,933.0,1007.0,1584.0,982.0,1076.0,1271.0,1071.0,1136.0,1278.0,1284.0,710.0,994.0,330.0,608.0,461.0,556.0,1231.0,985.0,953.0,
716.0,824.0,735.0,970.0,944.0,1543.0,705.0,1159.0,1164.0,949.0,1270.0,1169.0,1008.0,920.0,833.0,608.0,330.0,572.0,688.0,1306.0,755.0,716.0,
955.0,864.0,498.0,816.0,876.0,1457.0,920.0,976.0,1139.0,941.0,1058.0,1147.0,1216.0,678.0,869.0,461.0,572.0,330.0,459.0,1129.0,880.0,955.0,
1074.0,859.0,381.0,709.0,811.0,1367.0,1005.0,853.0,1086.0,904.0,930.0,1093.0,1290.0,571.0,862.0,556.0,688.0,459.0,330.0,1008.0,919.0,1074.0,
1665.0,1069.0,989.0,669.0,816.0,869.0,1473.0,485.0,931.0,955.0,547.0,938.0,1665.0,930.0,1061.0,1231.0,1306.0,1129.0,1008.0,330.0,1251.0,1665.0,
877.0,520.0,967.0,940.0,769.0,1285.0,588.0,1144.0,855.0,668.0,1311.0,857.0,750.0,1142.0,530.0,985.0,755.0,880.0,919.0,1251.0,330.0,877.0,
330.0,1040.0,1120.0,1326.0,1243.0,1816.0,638.0,1525.0,1396.0,1192.0,1650.0,1398.0,841.0,1303.0,1051.0,953.0,716.0,955.0,1074.0,1665.0,877.0,300.0,
