2700,5156.0,4043.0,4772.0,6012.0,7367.0,6214.0,5667.0,6070.0,6537.0,6981.0,6535.0,
4740,4990.0,6141.0,6310.0,6702.0,6889.0,6860.0,5341.0,5390.0,6431.0,5990.0,
6660,5553.0,4221.0,6675.0,7127.0,7232.0,6180.0,6253.0,6369.0,5980.0,5785.0,
9420,3751.0,4183.0,5961.0,4777.0,5917.0,6535.0,6483.0,6196.0,6187.0,5669.0,6321.0,
12180,4480.0,4320.0,5329.0,5245.0,6548.0,5964.0,6768.0,4203.0,6085.0,
14940,5455.0,6151.0,5839.0,5905.0,6804.0,5449.0,5897.0,6716.0,6567.0,
17760,7328.0,6291.0,6751.0,5900.0,3964.0,5591.0,6617.0,
20520,5064.0,6334.0,5556.0,5398.0,6526.0,5297.0,6455.0,
23220,3979.0,6704.0,6221.0,6327.0,4955.0,6129.0,5502.0,6060.0,5768.0,5912.0,6380.0,
25320,4227.0,4836.0,5699.0,5569.0,6565.0,5051.0,7034.0,5995.0,7118.0,6105.0,6807.0,
26940,4135.0,4707.0,6011.0,6144.0,6290.0,6810.0,6936.0,6937.0,6116.0,6533.0,
28380,5217.0,5374.0,5359.0,7042.0,6890.0,6649.0,6814.0,6334.0,7201.0,7160.0,
30120,4811.0,4576.0,5324.0,5759.0,6890.0,6175.0,6954.0,4048.0,6550.0,6693.0,7000.0,
32280,5920.0,6495.0,6652.0,6975.0,6744.0,5516.0,7092.0,5579.0,5845.0,6702.0,
35040,3627.0,6505.0,5840.0,6329.0,4764.0,6317.0,6518.0,6525.0,5842.0,6292.0,
37800,3894.0,4901.0,5290.0,6937.0,6589.0,4630.0,6286.0,4689.0,
40560,5457.0,6508.0,6209.0,5883.0,2854.0,6157.0,5575.0,
43200,4143.0,5700.0,5054.0,
