1800,6960.0,6419.0,6146.0,5814.0,5817.0,6858.0,6278.0,
3660,6385.0,6196.0,5920.0,6714.0,5959.0,6062.0,6178.0,3449.0,
5520,6004.0,6665.0,5710.0,6390.0,7394.0,6565.0,6174.0,6847.0,7015.0,4190.0,
7440,5914.0,6109.0,6575.0,6296.0,7253.0,6790.0,5857.0,6720.0,6553.0,2208.0,
9300,6910.0,7056.0,6351.0,5952.0,6380.0,2858.0,
11160,6675.0,6070.0,6491.0,6036.0,6414.0,5930.0,
13020,6819.0,6273.0,5900.0,5765.0,6262.0,
15000,6771.0,6069.0,6028.0,6990.0,6894.0,5461.0,
16860,5922.0,5812.0,6670.0,6898.0,2580.0,
18720,6042.0,6016.0,6796.0,6902.0,5509.0,
20580,6619.0,5838.0,6468.0,5931.0,4670.0,
22500,6887.0,6081.0,6645.0,6738.0,6408.0,6042.0,6095.0,3820.0,
24360,5667.0,7021.0,5639.0,6274.0,6338.0,6991.0,6199.0,5649.0,
26220,6668.0,6788.0,6133.0,5967.0,6018.0,5981.0,6718.0,6740.0,6072.0,2038.0,
28080,5980.0,6329.0,6500.0,6902.0,6315.0,5528.0,7049.0,6731.0,5833.0,6131.0,7045.0,6859.0,6165.0,
29940,6956.0,6110.0,6119.0,7361.0,6136.0,6243.0,7310.0,6321.0,6190.0,6104.0,6917.0,
31800,5928.0,7202.0,6306.0,6742.0,6282.0,5922.0,6795.0,6532.0,5787.0,4822.0,
33660,6479.0,6671.0,5909.0,6165.0,6958.0,6520.0,
35520,5909.0,6165.0,6653.0,7170.0,6345.0,6882.0,4746.0,
37380,5836.0,6710.0,5940.0,5644.0,6249.0,
39240,6318.0,7030.0,6359.0,6895.0,3592.0,
41100,6852.0,6503.0,1770.0,
43140,5784.0,6159.0,
43200,
