2700,10,80,25880.0,58880.0,2156.6666666666665,9813.333333333332,357709.0
4740,10,80,24718.0,57718.0,2059.833333333333,9619.666666666666,321795.0
6660,10,80,24518.0,57518.0,2043.1666666666665,9586.333333333332,322110.0
9540,10,76,25718.0,57518.0,2143.1666666666665,9586.333333333332,352135.0
12360,8,63,20852.0,46952.0,1737.6666666666665,7825.333333333333,290568.0
15480,10,68,24603.0,54003.0,2050.25,9000.5,308351.0
18780,8,61,21862.0,47362.0,1821.8333333333333,7893.666666666666,296484.0
21900,8,66,21070.0,48070.0,1755.8333333333333,8011.666666666666,303922.0
24120,10,81,23805.0,57105.0,1983.75,9517.5,342570.0
26160,10,81,25270.0,58570.0,2105.833333333333,9761.666666666666,338024.0
27360,9,75,24061.0,54661.0,2005.0833333333333,9110.166666666666,289282.0
28920,10,87,26394.0,61494.0,2199.5,10249.0,344708.0
30780,9,73,23527.0,53527.0,1960.5833333333333,8921.166666666666,299300.0
33180,10,77,26015.0,58115.0,2167.9166666666665,9685.833333333332,344754.0
35940,10,81,24851.0,58151.0,2070.9166666666665,9691.833333333332,354864.0
39240,6,48,18581.0,38381.0,1548.4166666666665,6396.833333333333,233328.0
42420,5,22,13841.0,24941.0,1153.4166666666665,4156.833333333333,101818.0
43200,1,1,1578.0,2778.0,131.5,463.0,2289.0
