1800,7,56,19092.0,42192.0,1591.0,7032.0,232643.0,5266.0,11
3660,8,57,20163.0,44463.0,1680.25,7410.5,225536.0,3951.0,8
5520,10,79,27254.0,59954.0,2271.1666666666665,9992.333333333332,331856.0,14030.0,18
7440,10,76,25475.0,57275.0,2122.9166666666665,9545.833333333332,323224.0,12055.0,17
9300,6,43,15407.0,33707.0,1283.9166666666665,5617.833333333333,173500.0,3666.0,10
11160,6,49,15716.0,35816.0,1309.6666666666665,5969.333333333333,201545.0,4413.0,10
13020,5,34,14819.0,29519.0,1234.9166666666665,4919.833333333333,137441.0,2834.0,7
15000,6,45,17513.0,36413.0,1459.4166666666665,6068.833333333333,195440.0,6399.0,13
16860,5,32,12282.0,26382.0,1023.5,4397.0,127683.0,3885.0,6
18720,5,36,14465.0,29765.0,1205.4166666666665,4960.833333333333,152952.0,3342.0,8
20580,5,38,12126.0,28026.0,1010.5,4671.0,149634.0,2883.0,5
22500,8,55,22616.0,46316.0,1884.6666666666665,7719.333333333333,217273.0,4077.0,8
24360,8,63,21278.0,47378.0,1773.1666666666665,7896.333333333333,256740.0,6585.0,9
26220,10,75,24623.0,56123.0,2051.9166666666665,9353.833333333332,320582.0,8772.0,18
28080,13,107,35667.0,79467.0,2972.25,13244.5,459929.0,17270.0,26
29940,11,94,30367.0,68467.0,2530.583333333333,11411.166666666666,411686.0,13349.0,25
31800,10,72,28718.0,59318.0,2393.1666666666665,9886.333333333332,301292.0,8700.0,18
33660,6,45,18002.0,36902.0,1500.1666666666665,6150.333333333333,188553.0,5858.0,10
35520,7,56,18670.0,41770.0,1555.8333333333333,6961.666666666666,241567.0,6062.0,13
37380,5,35,13879.0,28879.0,1156.5833333333333,4813.166666666666,153642.0,6325.0,7
39240,5,30,15194.0,28694.0,1266.1666666666665,4782.333333333333,124136.0,1502.0,3
41100,3,13,7625.0,14225.0,635.4166666666666,2370.833333333333,55119.0,1685.0,2
43140,2,10,6543.0,11343.0,545.25,1890.5,43817.0,1731.0,2
43200,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
