1620,9,50,20469.0,43569.0,1705.75,7261.5,177867.0
3240,8,47,18077.0,39377.0,1506.4166666666665,6562.833333333333,174898.0
4800,10,65,24903.0,53403.0,2075.25,8900.5,241129.0
6360,10,63,23933.0,51833.0,1994.4166666666665,8638.833333333332,227154.0
7980,9,51,22362.0,45762.0,1863.5,7627.0,201616.0
9600,7,42,17289.0,36189.0,1440.75,6031.5,151737.0
11160,6,42,15563.0,33563.0,1296.9166666666665,5593.833333333333,155931.0
12780,5,28,14744.0,27644.0,1228.6666666666665,4607.333333333333,103049.0
14460,7,37,17598.0,34998.0,1466.5,5833.0,143466.0
16320,6,32,15342.0,30342.0,1278.5,5057.0,126929.0
17940,7,42,18391.0,37291.0,1532.5833333333333,6215.166666666666,153802.0
19680,4,25,9714.0,20814.0,809.5,3469.0,85386.0
21360,6,33,15220.0,30520.0,1268.3333333333333,5086.666666666666,125866.0
22920,9,56,23331.0,48231.0,1944.25,8038.5,204003.0
24480,10,60,26026.0,53026.0,2168.833333333333,8837.666666666666,217200.0
26100,10,60,23330.0,50330.0,1944.1666666666665,8388.333333333332,218506.0
27660,14,87,33872.0,72572.0,2822.6666666666665,12095.333333333332,334242.0
29280,13,90,32763.0,71463.0,2730.25,11910.5,352819.0
30900,11,65,28266.0,57666.0,2355.5,9611.0,242011.0
32640,10,62,25782.0,53382.0,2148.5,8897.0,237416.0
34320,7,39,17442.0,35442.0,1453.5,5907.0,141037.0
35940,9,53,20780.0,44780.0,1731.6666666666665,7463.333333333333,190721.0
37560,4,21,10769.0,20669.0,897.4166666666666,3444.833333333333,75317.0
39180,5,23,12652.0,24052.0,1054.3333333333333,4008.6666666666665,86825.0
40920,4,16,12687.0,21087.0,1057.25,3514.5,65379.0
42600,3,11,7853.0,13853.0,654.4166666666666,2308.833333333333,37015.0
