0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2859
0.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,2869
0.0,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,0.0,2883
0.0,8.125,8.125,8.125,8.125,8.125,8.125,8.125,8.125,8.125,8.125,8.125,8.125,8.125,8.125,8.125,8.125,8.125,8.125,8.125,8.125,8.125,8.125,8.125,8.125,8.125,8.125,8.125,8.125,8.125,8.125,8.125,8.125,8.125,8.125,8.125,8.125,8.125,8.125,8.125,8.125,8.125,8.125,8.125,8.125,8.125,8.125,8.125,8.125,8.125,8.125,0.0,2893
0.0,13.1875,13.1875,13.1875,13.1875,13.1875,13.1875,13.1875,13.1875,13.1875,13.1875,13.1875,13.1875,13.1875,13.1875,13.1875,13.1875,13.1875,13.1875,13.1875,13.1875,13.1875,13.1875,13.1875,13.1875,13.1875,13.1875,13.1875,13.1875,13.1875,13.1875,13.1875,13.1875,13.1875,13.1875,13.1875,13.1875,13.1875,13.1875,13.1875,13.1875,13.1875,13.1875,13.1875,13.1875,13.1875,13.1875,13.1875,13.1875,13.1875,13.1875,0.0,2900
0.0,20.78125,20.78125,20.78125,20.78125,20.78125,20.78125,20.78125,20.78125,20.78125,20.78125,20.78125,20.78125,20.78125,20.78125,20.78125,20.78125,20.78125,20.78125,20.78125,20.78125,20.78125,20.78125,20.78125,20.78125,20.78125,20.78125,20.78125,20.78125,20.78125,20.78125,20.78125,20.78125,20.78125,20.78125,20.78125,20.78125,20.78125,20.78125,20.78125,20.78125,20.78125,20.78125,20.78125,20.78125,20.78125,20.78125,20.78125,20.78125,20.78125,20.78125,0.0,2912
0.0,32.171875,32.171875,32.171875,32.171875,32.171875,32.171875,32.171875,32.171875,32.171875,32.171875,32.171875,32.171875,32.171875,32.171875,32.171875,32.171875,32.171875,32.171875,32.171875,32.171875,32.171875,32.171875,32.171875,32.171875,32.171875,32.171875,32.171875,32.171875,32.171875,32.171875,32.171875,32.171875,32.171875,32.171875,32.171875,32.171875,32.171875,32.171875,32.171875,32.171875,32.171875,32.171875,32.171875,32.171875,32.171875,32.171875,32.171875,32.171875,32.171875,32.171875,0.0,2920
0.0,49.2578125,49.2578125,49.2578125,49.2578125,49.2578125,49.2578125,49.2578125,49.2578125,49.2578125,49.2578125,49.2578125,49.2578125,49.2578125,49.2578125,49.2578125,49.2578125,49.2578125,49.2578125,49.2578125,49.2578125,49.2578125,49.2578125,49.2578125,49.2578125,49.2578125,49.2578125,49.2578125,49.2578125,49.2578125,49.2578125,49.2578125,49.2578125,49.2578125,49.2578125,49.2578125,49.2578125,49.2578125,49.2578125,49.2578125,49.2578125,49.2578125,49.2578125,49.2578125,49.2578125,49.2578125,49.2578125,49.2578125,49.2578125,49.2578125,49.2578125,0.0,2932
0.0,74.88671875,74.88671875,74.88671875,74.88671875,74.88671875,74.88671875,74.88671875,74.88671875,74.88671875,74.88671875,74.88671875,74.88671875,74.88671875,74.88671875,74.88671875,74.88671875,74.88671875,74.88671875,74.88671875,74.88671875,74.88671875,74.88671875,74.88671875,74.88671875,74.88671875,74.88671875,74.88671875,74.88671875,74.88671875,74.88671875,74.88671875,74.88671875,74.88671875,74.88671875,74.88671875,74.88671875,74.88671875,74.88671875,74.88671875,74.88671875,74.88671875,74.88671875,74.88671875,74.88671875,74.88671875,74.88671875,74.88671875,74.88671875,74.88671875,74.88671875,0.0,2940
0.0,113.330078125,113.330078125,113.330078125,113.330078125,113.330078125,113.330078125,113.330078125,113.330078125,113.330078125,113.330078125,113.330078125,113.330078125,113.330078125,113.330078125,113.330078125,113.330078125,113.330078125,113.330078125,113.330078125,113.330078125,113.330078125,113.330078125,113.330078125,113.330078125,113.330078125,113.330078125,113.330078125,113.330078125,113.330078125,113.330078125,113.330078125,113.330078125,113.330078125,113.330078125,113.330078125,113.330078125,113.330078125,113.330078125,113.330078125,113.330078125,113.330078125,113.330078125,113.330078125,113.330078125,113.330078125,113.330078125,113.330078125,113.330078125,113.330078125,113.330078125,0.0,2948
