0.131,0.0,3381.0,3697.0,3922.0,3594.0,3691.0,3536.0,3334.0,3517.0,3445.0,3442.0,3006.0,3056.0,2863.0,3262.0,2915.0,3128.0,3149.0,2916.0,2831.0,3089.0,3414.0,3406.0,3464.0,3159.0,3801.0,3739.0,3508.0,3515.0,3406.0,3387.0,
2.047,0.0,3381.0,3697.0,0.0,1978.0,0.0,0.0,0.0,3517.0,0.0,0.0,0.0,3056.0,0.0,3262.0,2915.0,3128.0,0.0,2916.0,2831.0,3089.0,0.0,3406.0,2123.0,3159.0,3801.0,3739.0,3508.0,0.0,0.0,0.0,
2.623,0.0,0.0,0.0,0.0,1677.0,0.0,0.0,1787.0,3517.0,0.0,3442.0,0.0,0.0,0.0,0.0,0.0,3128.0,0.0,2916.0,0.0,3089.0,0.0,3406.0,3464.0,1784.0,3801.0,0.0,0.0,3515.0,0.0,3387.0,
2.711,0.0,0.0,0.0,3922.0,0.0,0.0,0.0,3334.0,0.0,2566.0,0.0,2018.0,2006.0,0.0,0.0,2915.0,0.0,0.0,1404.0,0.0,3089.0,3414.0,3406.0,0.0,0.0,0.0,0.0,3508.0,0.0,0.0,0.0,
2.809,0.0,0.0,0.0,0.0,1279.0,3691.0,3536.0,3334.0,0.0,0.0,0.0,0.0,1531.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2861.5,1527.5,2570.5,3159.0,3801.0,3739.0,0.0,0.0,0.0,0.0,
2.87,0.0,1628.3333333333333,0.0,0.0,0.0,0.0,0.0,208.66666666666666,0.0,0.0,0.0,0.0,3056.0,2863.0,0.0,694.3333333333334,0.0,2237.0,0.0,0.0,0.0,3414.0,3406.0,0.0,3050.3333333333335,978.0,0.0,0.0,3515.0,3406.0,0.0,
2.995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3334.0,2619.5,0.0,0.0,879.0,0.0,1072.0,3262.0,0.0,0.0,3149.0,0.0,0.0,962.5,0.0,0.0,1291.0,0.0,3026.0,0.0,2547.5,0.0,3406.0,0.0,
3.078,0.0,0.0,2107.0,0.0,0.0,0.0,3536.0,3252.333333333333,430.8333333333335,0.0,0.0,0.0,2512.333333333333,2863.0,3262.0,0.0,0.0,0.0,1381.666666666667,0.0,3089.0,0.0,0.0,0.0,0.0,745.8333333333335,116.83333333333348,0.0,2251.666666666667,0.0,0.0,
3.176,0.0,3381.0,0.0,1466.222222222222,1911.1111111111118,0.0,0.0,0.0,0.0,3445.0,0.0,0.0,0.0,0.0,2822.6666666666665,0.0,0.0,1683.6666666666665,0.0,0.0,2481.888888888889,329.888888888889,0.0,0.0,0.0,3184.6666666666665,2225.3333333333335,0.0,2232.4444444444443,0.0,0.0,
3.257,0.0,3381.0,0.0,3922.0,0.0,3305.125,0.0,0.0,0.0,0.0,0.0,0.0,1946.9375,0.0,2538.875,0.0,89.5625,0.0,2916.0,0.0,0.0,0.0,885.0,2710.9375,0.0,1162.3125,472.62499999999955,0.0,135.1875,1278.875,0.0,
3.489,0.0,142.31818181818176,0.0,941.7272727272726,0.0,2764.4545454545455,0.0,0.0,0.0,1846.3181818181815,0.0,0.0,0.0,2863.0,1569.7727272727275,0.0,2272.0454545454554,90.49999999999989,0.0,0.0,0.0,1426.9545454545457,0.0,2522.7272727272725,0.0,0.0,936.8636363636358,3508.0,3104.2272727272725,0.0,0.0,
3.578,0.0,1840.3292682926829,0.0,1529.719512195122,0.0,0.0,0.0,3334.0,0.0,0.0,407.7560975609749,0.0,0.0,618.9634146341463,986.5243902439017,0.0,1506.7317073170732,0.0,1021.8658536585365,0.0,0.0,1029.5,0.0,0.0,0.0,0.0,3287.5,807.9146341463411,1575.6463414634152,2562.5609756097574,3387.0,
3.647,0.0,3381.0,0.0,793.7058823529408,2164.1470588235297,0.0,0.0,2682.794117647058,0.0,0.0,3442.0,0.0,1589.441176470588,1747.1176470588234,0.0,0.0,0.0,0.0,0.0,0.0,1011.6764705882356,0.0,403.4705882352948,2176.852941176471,0.0,0.0,627.2058823529409,2831.352941176471,505.9705882352936,0.0,359.0294117647061,
3.764,0.0,483.36363636363626,0.0,4.484848484848612,0.0,1719.8484848484845,0.0,554.0454545454546,0.0,0.0,1815.681818181819,3006.0,1602.3484848484852,1959.984848484848,2492.8484848484845,0.0,111.43939393939422,0.0,0.0,0.0,752.4696969696968,0.0,3406.0,1591.090909090909,0.0,47.0151515151515,3739.0,0.0,175.3030303030307,0.0,0.0,
3.879,0.0,0.0,0.0,3922.0,722.5691489361707,517.5585106382982,0.0,2132.962765957447,2751.978723404256,0.0,831.5106382978722,599.9840425531918,2450.276595744681,757.4680851063827,0.0,0.0,0.0,1154.9095744680853,0.0,0.0,0.0,0.0,1068.0531914893609,661.6808510638298,0.0,389.4840425531911,3226.744680851063,0.0,2196.2925531914893,0.0,0.0,
3.981,0.0,956.102137767221,0.0,840.2185273159153,1564.5083135391924,267.7600950118763,507.7885985748221,972.1805225653204,0.0,0.0,0.0,1632.0973871733981,1733.0023752969123,2863.0,0.0,0.0,2510.814726840855,830.627078384798,1461.028503562945,0.0,0.0,0.0,1244.2684085510691,0.0,0.0,2682.8883610451303,1655.8741092636583,1573.2066508313533,0.0,0.0,0.0,
4.129,0.0,2777.0977917981077,0.0,2365.644794952681,510.3936908517348,0.0,1905.7558359621448,1729.7652996845427,2236.020189274448,300.9936908517353,0.0,0.0,0.0,2863.0,625.741955835962,0.0,530.6132492113563,0.0,0.0,0.0,412.73690851735046,0.0,1986.9022082018923,442.04921135646674,0.0,1730.4662460567827,1332.5697160883283,926.9570977917979,0.0,0.0,560.2119873817035,
4.277,0.0,391.66452008586316,0.0,0.0,2298.0141061024224,2411.7675559644294,535.8111008892984,1801.8929776142295,2283.9586016559333,1432.7433302667898,0.0,0.0,2208.1300214658077,0.0,2197.559644280895,0.0,1248.3888377798235,1308.2904017172648,731.8782582030051,0.0,0.0,603.5142594296217,3053.672799754676,0.0,0.0,0.0,0.0,99.29837473167731,61.72799754676456,0.0,519.3735050597977,
