0,0,0,0,0,0,0,0,0,0,0,6457,0,0,0,0,0,0,0,0,0,0,5984,0,0,0,0,0,0,6887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7437,0,0,6513,0,0,0,3164
0,0,7437,0,0,0,0,0,0,0,5984,0,0,0,0,0,0,0,0,0,0,6513,0,0,6457,0,0,0,0,0,6887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3253
0,0,0,4615.5,0,0,0,0,0,0,0,1940.5,0,0,0,0,0,0,0,7437,5984,2638.5,0,0,0,0,0,0,0,1931.5,340,0,0,0,0,0,0,0,4516.5,0,0,0,0,3874.5,0,0,0,0,0,0,0,3313
0,0,0,0,0,0,0,0,0,0,0,708,0,0,0,0,5984,0,0,861,0,1474,0,5039,0,0,0,0,0,2104,1332,0,0,0,0,0,0,0,0,0,5749,0,0,0,0,3451,6576,0,0,0,0,3433
0,0,0,0,0,0,0,0,5984,6576,0,708,0,0,0,0,0,0,0,861,0,1474,0,0,0,0,0,0,0,2104,1332,0,5039,0,5749,0,0,0,0,0,0,0,0,0,0,0,0,0,3451,0,0,3551
0,5749,0,0,0,0,5984,0,0,0,0,708,0,0,0,0,0,0,0,861,0,1474,0,0,0,0,0,0,0,2104,1332,6576,0,0,0,0,0,0,0,0,0,0,5039,0,0,0,0,0,0,0,3451,3683
0,0,4032,0,0,0,0,0,0,0,937,547,0,0,0,6214,0,0,0,1992,0,0,0,0,0,0,0,0,0,673,0,0,0,6513,0,5047,0,0,0,0,0,5910,0,0,0,0,0,0,0,1413,0,3871
0,0,3431,0,5984,1697,0,0,0,968,0,330,0,6127,0,0,0,6556,0,1992,0,818,0,0,0,0,0,0,0,331,0,0,0,314,0,0,0,0,0,0,0,0,0,0,0,0,577,3684,0,469,0,3963
0,1302.4,1119.933333,0,3147.4,374.1333333,0,0,1699.866667,388.0666667,1136.733333,330,0,0,3607.6,0,0,0,6176.866667,619.4666667,0,1495.333333,0,992.1333333,1217,0,0,37.13333333,0,70.13333333,602.8666667,2080.266667,0,2946.266667,0,0,67.13333333,0,0,0,0,0,466,0,0,0,2440.533333,239.1333333,0,721.6,0,4135
0,2034.358974,1101.74359,3189,1330.051282,1821.74359,0,0,1209.487179,406.2564103,1238.384615,302.2564103,0,0,0,0,0,1075.692308,1000.307692,350,0,546.2564103,0,952.8205128,477.7948718,0,0,0,0,263.6666667,760.0769231,0,408,6.538461538,2874.25641,2206.076923,1514.74359,2601,768.3333333,0,0,0,2295.384615,0,0,0,0,482.2564103,0,1463.25641,598.2564103,4531
0,1064.6,1498.3,1631.82,2767,754.58,2404.42,3277,0,0,812.58,434.06,0,0,0,0,0,176.66,0,893.34,0,1227.46,0,698.06,332.56,0,0,0,0,0,1320.52,0,3119.48,713.42,0,0,0,97.94,0,0,2572.48,2053.3,0,0,4691.94,0,255.48,0,0,0,481,5220
