0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6140.0,0.0,0.0,0.0,0.0,0.0,0.0,7228.0,0.0,0.0,0.0,0.0,4870.0,0.0,0.0,6504.0,
0.067,0.0,0.0,0.0,0.0,0.0,4870.0,0.0,6504.0,0.0,0.0,0.0,0.0,6140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.096,0.0,4876.0,0.0,0.0,0.0,4870.0,0.0,0.0,0.0,1628.0,0.0,0.0,211.0,0.0,0.0,0.0,5929.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6071.0,0.0,0.0,0.0,1157.0,0.0,0.0,
0.137,0.0,0.0,0.0,0.0,0.0,4870.0,0.0,0.0,0.0,1161.0,5343.0,0.0,211.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5929.0,0.0,0.0,0.0,0.0,0.0,7228.0,0.0,0.0,0.0,0.0,
0.163,0.0,261.0,0.0,0.0,0.0,4870.0,0.0,0.0,5343.0,900.0,0.0,888.0,211.0,0.0,0.0,5041.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7228.0,0.0,
0.206,0.0,0.0,0.0,6504.0,0.0,4180.75,689.25,0.0,0.0,0.0,0.0,0.0,900.25,0.0,0.0,1800.25,1850.25,0.0,0.0,0.0,1589.25,0.0,3240.75,0.0,0.0,3987.25,0.0,0.0,0.0,0.0,0.0,
0.247,0.0,0.0,4256.0,0.0,0.0,3733.0,0.0,0.0,211.0,2037.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6140.0,0.0,0.0,1715.0,3904.0,1348.0,261.0,0.0,0.0,1137.0,0.0,0.0,0.0,
0.286,0.0,0.0,0.0,1115.5,0.0,381.5,2492.5,0.0,0.0,2554.5,2834.0,0.0,0.0,0.0,7228.0,3045.0,3095.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996.0,0.0,0.0,0.0,
0.336,0.0,1033.0,0.0,0.0,764.0,4106.0,0.0,0.0,430.0,0.0,0.0,175.0,975.0,0.0,5958.0,0.0,892.0,0.0,2434.0,0.0,1664.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1270.0,5041.0,
0.382,0.0,0.0,0.0,0.0,0.0,1736.0,0.0,0.0,4195.0,50.0,2259.0,0.0,2587.0,57.0,0.0,0.0,1407.0,0.0,2089.0,0.0,0.0,0.0,1907.0,758.0,2838.0,0.0,1725.0,3134.0,0.0,0.0,0.0,
0.437,0.0,2741.357142857143,0.0,0.0,0.0,1183.8571428571427,3436.571428571427,1656.8571428571431,0.0,2105.785714285714,0.0,0.0,2124.4999999999995,2821.428571428572,0.0,1058.0714285714284,0.0,0.0,0.0,0.0,136.0,0.0,3134.5714285714284,115.78571428571513,0.0,0.0,2344.3571428571418,249.57142857143026,0.0,1633.2857142857147,0.0,
