2640,10,77,24152.0,56252.0,2012.6666666666665,9375.333333333332,355371.0
4560,8,78,22179.0,52779.0,1848.25,8796.5,343120.0
6480,9,76,25215.0,56115.0,2101.25,9352.5,334770.0
9000,9,70,24086.0,53186.0,2007.1666666666665,8864.333333333332,331676.0
11940,9,70,23103.0,52203.0,1925.25,8700.5,330314.0
15060,9,70,24934.0,54034.0,2077.833333333333,9005.666666666666,338869.0
18720,9,66,23907.0,51807.0,1992.25,8634.5,325094.0
22080,10,73,25206.0,56106.0,2100.5,9351.0,332194.0
24120,8,75,23464.0,53164.0,1955.3333333333333,8860.666666666666,340082.0
26100,9,78,25032.0,56532.0,2086.0,9422.0,351941.0
27540,9,83,27382.0,60382.0,2281.833333333333,10063.666666666666,368238.0
28860,8,81,23075.0,54575.0,1922.9166666666665,9095.833333333332,349015.0
30840,8,76,23098.0,53098.0,1924.8333333333333,8849.666666666666,360692.0
32940,8,73,24636.0,53736.0,2053.0,8956.0,348228.0
35640,8,71,22010.0,50510.0,1834.1666666666665,8418.333333333332,334517.0
39300,11,61,28643.0,56843.0,2386.9166666666665,9473.833333333332,295911.0
43080,5,22,13694.0,24794.0,1141.1666666666665,4132.333333333333,107758.0
