1800,8519.0,7598.0,6146.0,8178.0,7877.0,2841.0,
3660,8110.0,8167.0,7713.0,8282.0,7408.0,
5520,6942.0,7009.0,6554.0,7658.0,9072.0,6768.0,7482.0,5131.0,
7440,7621.0,6875.0,7492.0,7470.0,8721.0,8778.0,7467.0,
9300,8040.0,7506.0,7691.0,7635.0,
11160,8398.0,7985.0,5705.0,7197.0,4929.0,
13020,8316.0,7941.0,7867.0,1774.0,
15000,8171.0,7739.0,8520.0,7711.0,
16860,7902.0,8534.0,7783.0,
18720,7946.0,7688.0,8106.0,5950.0,
20580,8291.0,7819.0,6395.0,5322.0,
22500,8573.0,7322.0,7878.0,7743.0,6945.0,2644.0,
24360,7302.0,7362.0,5639.0,8107.0,6826.0,7527.0,3060.0,
26220,8060.0,7600.0,7046.0,6377.0,6502.0,7339.0,8252.0,
28080,7748.0,7463.0,7588.0,8495.0,7998.0,5528.0,6764.0,7395.0,6322.0,8446.0,
29940,8415.0,6654.0,8269.0,8883.0,6136.0,6656.0,7929.0,8789.0,4498.0,
31800,6743.0,8778.0,8185.0,8074.0,7932.0,8572.0,2724.0,
33660,7215.0,8629.0,7937.0,8263.0,
35520,6819.0,8264.0,8242.0,8550.0,6129.0,
37380,7558.0,7875.0,7946.0,4094.0,
39240,7701.0,8869.0,7748.0,
41100,8061.0,4563.0,
43140,6774.0,4997.0,
43200,
