900,3,26,8892.0,19392.0,741.0,3232.0,104597.0
1860,3,24,8497.0,18397.0,708.0833333333333,3066.1666666666665,136355.0
2820,4,30,12233.0,24833.0,1019.4166666666666,4138.833333333333,173361.0
3780,3,28,9065.0,20165.0,755.4166666666666,3360.833333333333,192614.0
4740,3,26,9970.0,20470.0,830.8333333333333,3411.6666666666665,165171.0
5700,3,22,8385.0,17685.0,698.75,2947.5,129758.0
6660,4,33,14164.0,27664.0,1180.3333333333333,4610.666666666666,213674.0
7620,3,24,8871.0,18771.0,739.25,3128.5,157949.0
8580,4,32,11590.0,24790.0,965.8333333333333,4131.666666666666,213091.0
9540,3,27,10951.0,21751.0,912.5833333333333,3625.1666666666665,168040.0
10500,3,21,9915.0,18915.0,826.25,3152.5,131106.0
11460,3,24,7821.0,17721.0,651.75,2953.5,159487.0
12420,3,27,9811.0,20611.0,817.5833333333333,3435.1666666666665,169155.0
13380,4,33,11811.0,25311.0,984.25,4218.5,192765.0
14400,3,24,8852.0,18752.0,737.6666666666666,3125.333333333333,150076.0
15360,4,28,12690.0,24690.0,1057.5,4115.0,151272.0
16320,3,20,9460.0,18160.0,788.3333333333333,3026.6666666666665,125951.0
17340,4,34,13684.0,27484.0,1140.3333333333333,4580.666666666666,219213.0
18300,3,28,11118.0,22218.0,926.5,3703.0,190251.0
19260,4,31,11338.0,24238.0,944.8333333333333,4039.6666666666665,213995.0
20220,4,32,12614.0,25814.0,1051.1666666666665,4302.333333333333,187172.0
21180,3,19,9108.0,17508.0,759.0,2918.0,105349.0
22140,3,24,9912.0,19812.0,826.0,3302.0,157280.0
23100,4,29,11067.0,23367.0,922.25,3894.5,174768.0
24120,4,33,11761.0,25261.0,980.0833333333333,4210.166666666666,233883.0
25080,2,21,7263.0,15363.0,605.25,2560.5,132362.0
26100,4,35,11851.0,25951.0,987.5833333333333,4325.166666666666,228854.0
27060,3,30,10724.0,22424.0,893.6666666666666,3737.333333333333,195172.0
28140,3,24,9798.0,19698.0,816.5,3283.0,132019.0
29100,3,21,11104.0,20104.0,925.3333333333333,3350.6666666666665,144387.0
30060,4,27,13473.0,25173.0,1122.75,4195.5,145120.0
31080,3,28,10392.0,21492.0,866.0,3582.0,178234.0
32040,3,29,10976.0,22376.0,914.6666666666666,3729.333333333333,197764.0
33120,3,28,10193.0,21293.0,849.4166666666666,3548.833333333333,177717.0
34080,3,23,10890.0,20490.0,907.5,3415.0,147112.0
35040,3,24,10455.0,20355.0,871.25,3392.5,140102.0
36000,4,32,14750.0,27950.0,1229.1666666666665,4658.333333333333,187502.0
36960,4,37,12779.0,27479.0,1064.9166666666665,4579.833333333333,229056.0
37920,3,26,10230.0,20730.0,852.5,3455.0,161944.0
38880,3,24,9660.0,19560.0,805.0,3260.0,149624.0
39900,3,26,8421.0,18921.0,701.75,3153.5,161861.0
40860,3,21,10049.0,19049.0,837.4166666666666,3174.833333333333,143764.0
41820,4,34,13539.0,27339.0,1128.25,4556.5,194592.0
42780,3,25,11132.0,21332.0,927.6666666666666,3555.333333333333,132082.0
43200,1,6,4205.0,6905.0,350.41666666666663,1150.8333333333333,32173.0
