0.004,26277.0,26277.0
0.02,26277.0,26277.0
0.033,26277.0,26277.0
0.054,26277.0,26277.0
0.074,26277.0,26277.0
0.098,26277.0,26277.0
0.127,26277.0,26277.0
0.168,26277.0,26277.0
0.211,26277.0,26277.0
0.275,26277.0,26277.0
0.335,26277.0,26277.0
0.392,26277.0,26277.0
0.461,26277.0,26276.999999999996
0.571,26277.0,26277.0
0.946,26277.0,26277.0
1.507,26277.0,26277.0
2.001,26277.0,26277.0
2.161,26277.0,26277.0
2.292,26277.0,26277.000000000004
2.414,26277.0,26277.000000000004
2.847,26277.0,26277.000000000004
3.062,26277.0,26277.000000000004
3.466,26277.0,26277.000000000004
3.814,26277.0,26277.0
4.153,26277.0,26277.0
4.477,26277.0,26277.0
4.969,26277.0,26277.000000000004
5.459,26277.0,26277.0
5.677,26277.0,26277.0
5.965,26277.0,26277.0
6.226,26277.0,26277.0
6.473,26277.0,26277.0
6.775,26277.0,26277.0
7.292,26277.0,26277.0
7.784,26277.0,26277.0
8.29,26277.0,26277.0
8.762,26277.0,26277.000000000004
9.362,26277.0,26276.999999999996
9.859,26277.0,26277.0
10.402,26277.0,26277.0
10.908,26277.0,26277.0
11.648,26277.0,26276.999999999996
13.445,26277.0,26277.0
13.847,26277.0,26277.0
14.295,26277.0,26277.0
15.455,26277.0,26277.0
16.316,26277.0,26277.0
17.559,26277.0,25884.994822001172
18.917,26277.0,25596.51930338613
20.844,26277.0,25491.60667949296
21.895,26277.0,25433.134076401162
22.411,26276.999999999993,25372.86023718768
23.76,26277.0,25337.07939798328
26.751,26277.0,25277.117152313494
29.623,26277.0,25224.719678441514
32.312,26277.0,25184.203861925816
36.808,26277.0,25129.919966757167
38.569,26277.0,25008.89349034919
40.221,26277.0,24975.79831873619
42.011,26276.999999999996,24903.346939510277
43.076,26277.0,24824.020817980367
44.424,26277.0,24795.265711783584
46.141,26277.0,24769.549586633195
47.939,26276.999999999996,24755.030257253282
49.891,26277.000000000004,24725.07616151158
51.274,26277.0,24661.383666644087
52.907,26277.0,24601.251830954337
54.946,26277.0,24590.676163504006
57.166,26277.0,24529.04496841909
58.834,26277.0,24508.932339536783
60.449,26277.0,24491.08632995532
62.145,26277.0,24489.512832205186
63.875,26277.0,24475.836119772055
69.255,26277.0,24469.86252225801
73.227,26277.0,24469.412257987653
76.633,26277.0,24451.698644074822
78.369,26277.0,24439.144139725744
80.072,26277.0,24432.323464495796
82.337,26277.0,24420.670282515952
85.181,26277.0,24412.79200593785
87.755,26277.0,24410.38171834156
89.961,26277.0,24398.807259117413
94.055,26277.0,24395.317483567258
97.909,26277.000000000004,24392.21061907059
100.456,26277.0,24389.803534303534
103.335,26276.999999999993,24379.54241989246
109.148,26277.0,24377.49195855731
114.793,26277.0,24376.670330583664
118.683,26277.0,24371.388905024687
122.29,26277.0,24369.761109297608
125.027,26277.0,24369.288287666503
127.655,26277.0,24369.17515151515
130.098,26277.0,24369.175151515155
132.843,26277.0,24369.175151515155
