0.007,52318.0,52318.0
2.401,36200.0,36200.0
3.305,35753.0,35753.0
5.57,35584.0,33019.5
6.117,35584.0,31673.666666666668
6.542,32506.0,28471.916666666668
7.769,32506.0,27997.966666666664
8.879,32506.0,27068.15277777778
10.691,32372.0,24612.755102040817
11.061,32372.0,24381.08870967742
12.583,32372.0,24169.494117647057
14.228,32372.0,23630.272425249168
16.11,32372.0,22460.415948275866
17.415,28783.0,21567.8
18.053,28783.0,21330.801464254953
18.918,28783.0,20660.378472222223
21.669,28783.0,20492.923076923078
24.08,28783.0,19974.57738896366
24.439,28783.0,19695.914104061245
24.768,28783.0,19644.324766943813
25.852,26244.0,19466.536350053364
26.229,26244.0,18622.39331896552
26.52,26244.0,18553.00850165251
27.086,26244.0,18503.692163567917
27.983,26244.0,18343.573546227944
28.425,26244.0,18267.865162677834
28.688,26244.0,17755.585084976832
29.099,26244.0,17438.268128519365
29.372,26244.0,17391.34370726471
29.828,26244.0,17391.34370726471
30.322,26244.0,17391.34370726471
