930.0,1762.0,1150.0,1584.0,2348.0,1799.0,1334.0,1498.0,2241.0,2261.0,1841.0,1598.0,2051.0,1783.0,1208.0,2205.0,1751.0,2077.0,1389.0,1499.0,1025.0,2069.0,930.0,
1162.0,330.0,942.0,1174.0,1065.0,435.0,1240.0,858.0,814.0,846.0,732.0,942.0,944.0,351.0,1209.0,1061.0,639.0,645.0,763.0,902.0,1255.0,645.0,1162.0,
550.0,942.0,330.0,933.0,1552.0,982.0,778.0,754.0,1422.0,1444.0,1047.0,867.0,1276.0,963.0,690.0,1429.0,949.0,1256.0,591.0,762.0,644.0,1250.0,550.0,
984.0,1174.0,933.0,330.0,1908.0,1269.0,636.0,1313.0,1598.0,1655.0,938.0,576.0,1728.0,1192.0,1249.0,1868.0,932.0,1411.0,813.0,605.0,1044.0,1458.0,984.0,
1748.0,1065.0,1552.0,1908.0,330.0,969.0,1939.0,1213.0,813.0,732.0,1412.0,1677.0,687.0,1049.0,1664.0,589.0,1351.0,928.0,1464.0,1635.0,1826.0,840.0,1748.0,
1199.0,435.0,982.0,1269.0,969.0,330.0,1315.0,823.0,775.0,792.0,834.0,1041.0,841.0,427.0,1214.0,956.0,743.0,634.0,836.0,995.0,1290.0,602.0,1199.0,
734.0,1240.0,778.0,636.0,1939.0,1315.0,330.0,1201.0,1710.0,1753.0,1131.0,780.0,1700.0,1260.0,1012.0,1850.0,1084.0,1526.0,809.0,727.0,769.0,1551.0,734.0,
898.0,858.0,754.0,1313.0,1213.0,823.0,1201.0,330.0,1237.0,1229.0,1176.0,1171.0,890.0,871.0,782.0,1043.0,1061.0,1123.0,847.0,1077.0,961.0,1074.0,898.0,
1641.0,814.0,1422.0,1598.0,813.0,775.0,1710.0,1237.0,330.0,413.0,1021.0,1352.0,964.0,792.0,1655.0,980.0,997.0,517.0,1242.0,1342.0,1733.0,503.0,1641.0,
1661.0,846.0,1444.0,1655.0,732.0,792.0,1753.0,1229.0,413.0,330.0,1089.0,1410.0,907.0,825.0,1658.0,910.0,1057.0,578.0,1279.0,1394.0,1751.0,532.0,1661.0,
1241.0,732.0,1047.0,938.0,1412.0,834.0,1131.0,1176.0,1021.0,1089.0,330.0,698.0,1344.0,737.0,1395.0,1451.0,444.0,841.0,787.0,734.0,1334.0,911.0,1241.0,
998.0,942.0,867.0,576.0,1677.0,1041.0,780.0,1171.0,1352.0,1410.0,698.0,330.0,1522.0,958.0,1222.0,1655.0,686.0,1165.0,656.0,435.0,1080.0,1214.0,998.0,
1451.0,944.0,1276.0,1728.0,687.0,841.0,1700.0,890.0,964.0,907.0,1344.0,1522.0,330.0,937.0,1332.0,484.0,1253.0,976.0,1251.0,1457.0,1520.0,883.0,1451.0,
1183.0,351.0,963.0,1192.0,1049.0,427.0,1260.0,871.0,792.0,825.0,737.0,958.0,937.0,330.0,1228.0,1050.0,648.0,624.0,784.0,920.0,1276.0,624.0,1183.0,
608.0,1209.0,690.0,1249.0,1664.0,1214.0,1012.0,782.0,1655.0,1658.0,1395.0,1222.0,1332.0,1228.0,330.0,1481.0,1290.0,1514.0,946.0,1117.0,602.0,1484.0,608.0,
1605.0,1061.0,1429.0,1868.0,589.0,956.0,1850.0,1043.0,980.0,910.0,1451.0,1655.0,484.0,1050.0,1481.0,330.0,1368.0,1034.0,1396.0,1595.0,1673.0,938.0,1605.0,
1151.0,639.0,949.0,932.0,1351.0,743.0,1084.0,1061.0,997.0,1057.0,444.0,686.0,1253.0,648.0,1290.0,1368.0,330.0,811.0,692.0,691.0,1245.0,866.0,1151.0,
1477.0,645.0,1256.0,1411.0,928.0,634.0,1526.0,1123.0,517.0,578.0,841.0,1165.0,976.0,624.0,1514.0,1034.0,811.0,330.0,1062.0,1155.0,1570.0,426.0,1477.0,
789.0,763.0,591.0,813.0,1464.0,836.0,809.0,847.0,1242.0,1279.0,787.0,656.0,1251.0,784.0,946.0,1396.0,692.0,1062.0,330.0,561.0,884.0,1077.0,789.0,
899.0,902.0,762.0,605.0,1635.0,995.0,727.0,1077.0,1342.0,1394.0,734.0,435.0,1457.0,920.0,1117.0,1595.0,691.0,1155.0,561.0,330.0,983.0,1194.0,899.0,
425.0,1255.0,644.0,1044.0,1826.0,1290.0,769.0,961.0,1733.0,1751.0,1334.0,1080.0,1520.0,1276.0,602.0,1673.0,1245.0,1570.0,884.0,983.0,330.0,1560.0,425.0,
1469.0,645.0,1250.0,1458.0,840.0,602.0,1551.0,1074.0,503.0,532.0,911.0,1214.0,883.0,624.0,1484.0,938.0,866.0,426.0,1077.0,1194.0,1560.0,330.0,1469.0,
330.0,1162.0,550.0,984.0,1748.0,1199.0,734.0,898.0,1641.0,1661.0,1241.0,998.0,1451.0,1183.0,608.0,1605.0,1151.0,1477.0,789.0,899.0,425.0,1469.0,300.0,
