930.0,2457.0,1220.0,1305.0,1368.0,1118.0,1117.0,1392.0,1893.0,2004.0,1448.0,1080.0,1094.0,1505.0,1122.0,2143.0,1157.0,1660.0,1563.0,1989.0,1635.0,1351.0,1831.0,930.0,
1857.0,330.0,1595.0,1950.0,1458.0,2015.0,1835.0,1441.0,1261.0,1079.0,1644.0,2005.0,1695.0,1385.0,1847.0,644.0,1977.0,1128.0,1253.0,1255.0,1233.0,1672.0,1182.0,1857.0,
620.0,1595.0,330.0,739.0,634.0,752.0,575.0,656.0,1013.0,1115.0,649.0,767.0,469.0,617.0,720.0,1282.0,819.0,815.0,764.0,1110.0,745.0,572.0,942.0,620.0,
705.0,1950.0,739.0,330.0,1029.0,614.0,536.0,1053.0,1184.0,1344.0,671.0,739.0,739.0,896.0,897.0,1644.0,905.0,1209.0,1173.0,1266.0,1049.0,612.0,1173.0,705.0,
768.0,1458.0,634.0,1029.0,330.0,952.0,836.0,355.0,1137.0,1175.0,929.0,902.0,634.0,767.0,719.0,1150.0,849.0,672.0,536.0,1232.0,806.0,868.0,1029.0,768.0,
518.0,2015.0,752.0,614.0,952.0,330.0,533.0,976.0,1371.0,1505.0,877.0,463.0,658.0,1011.0,677.0,1701.0,642.0,1225.0,1141.0,1463.0,1156.0,787.0,1329.0,518.0,
517.0,1835.0,575.0,536.0,836.0,533.0,330.0,861.0,1169.0,1303.0,684.0,606.0,537.0,812.0,705.0,1523.0,739.0,1060.0,1000.0,1261.0,960.0,590.0,1127.0,517.0,
792.0,1441.0,656.0,1053.0,355.0,976.0,861.0,330.0,1141.0,1173.0,948.0,925.0,659.0,777.0,738.0,1134.0,868.0,659.0,518.0,1235.0,809.0,888.0,1030.0,792.0,
1293.0,1261.0,1013.0,1184.0,1137.0,1371.0,1169.0,1141.0,330.0,519.0,844.0,1430.0,1151.0,730.0,1399.0,1030.0,1501.0,928.0,1056.0,428.0,664.0,920.0,460.0,1293.0,
1404.0,1079.0,1115.0,1344.0,1175.0,1505.0,1303.0,1173.0,519.0,330.0,1004.0,1548.0,1251.0,830.0,1485.0,874.0,1598.0,900.0,1050.0,510.0,711.0,1069.0,506.0,1404.0,
848.0,1644.0,649.0,671.0,929.0,877.0,684.0,948.0,844.0,1004.0,330.0,960.0,757.0,603.0,1006.0,1350.0,1074.0,974.0,995.0,929.0,745.0,426.0,835.0,848.0,
480.0,2005.0,767.0,739.0,902.0,463.0,606.0,925.0,1430.0,1548.0,960.0,330.0,644.0,1049.0,567.0,1691.0,510.0,1207.0,1103.0,1524.0,1183.0,865.0,1373.0,480.0,
494.0,1695.0,469.0,739.0,634.0,658.0,537.0,659.0,1151.0,1251.0,757.0,644.0,330.0,755.0,585.0,1381.0,680.0,900.0,814.0,1249.0,877.0,667.0,1080.0,494.0,
905.0,1385.0,617.0,896.0,767.0,1011.0,812.0,777.0,730.0,830.0,603.0,1049.0,755.0,330.0,999.0,1084.0,1104.0,708.0,761.0,828.0,484.0,618.0,656.0,905.0,
522.0,1847.0,720.0,897.0,719.0,677.0,705.0,738.0,1399.0,1485.0,1006.0,567.0,585.0,999.0,330.0,1537.0,460.0,1054.0,925.0,1497.0,1105.0,912.0,1318.0,522.0,
1543.0,644.0,1282.0,1644.0,1150.0,1701.0,1523.0,1134.0,1030.0,874.0,1350.0,1691.0,1381.0,1084.0,1537.0,330.0,1667.0,816.0,947.0,1052.0,935.0,1371.0,927.0,1543.0,
557.0,1977.0,819.0,905.0,849.0,642.0,739.0,868.0,1501.0,1598.0,1074.0,510.0,680.0,1104.0,460.0,1667.0,330.0,1183.0,1055.0,1598.0,1219.0,978.0,1428.0,557.0,
1060.0,1128.0,815.0,1209.0,672.0,1225.0,1060.0,659.0,928.0,900.0,974.0,1207.0,900.0,708.0,1054.0,816.0,1183.0,330.0,489.0,1008.0,624.0,961.0,800.0,1060.0,
963.0,1253.0,764.0,1173.0,536.0,1141.0,1000.0,518.0,1056.0,1050.0,995.0,1103.0,814.0,761.0,925.0,947.0,1055.0,489.0,330.0,1143.0,729.0,959.0,933.0,963.0,
1389.0,1255.0,1110.0,1266.0,1232.0,1463.0,1261.0,1235.0,428.0,510.0,929.0,1524.0,1249.0,828.0,1497.0,1052.0,1598.0,1008.0,1143.0,330.0,756.0,1009.0,540.0,1389.0,
1035.0,1233.0,745.0,1049.0,806.0,1156.0,960.0,809.0,664.0,711.0,745.0,1183.0,877.0,484.0,1105.0,935.0,1219.0,624.0,729.0,756.0,330.0,770.0,553.0,1035.0,
751.0,1672.0,572.0,612.0,868.0,787.0,590.0,888.0,920.0,1069.0,426.0,865.0,667.0,618.0,912.0,1371.0,978.0,961.0,959.0,1009.0,770.0,330.0,895.0,751.0,
1231.0,1182.0,942.0,1173.0,1029.0,1329.0,1127.0,1030.0,460.0,506.0,835.0,1373.0,1080.0,656.0,1318.0,927.0,1428.0,800.0,933.0,540.0,553.0,895.0,330.0,1231.0,
330.0,1857.0,620.0,705.0,768.0,518.0,517.0,792.0,1293.0,1404.0,848.0,480.0,494.0,905.0,522.0,1543.0,557.0,1060.0,963.0,1389.0,1035.0,751.0,1231.0,300.0,
