930.0,1671.0,2161.0,1523.0,2110.0,1495.0,1554.0,2266.0,2279.0,1472.0,1888.0,1208.0,2073.0,1349.0,2066.0,1472.0,1854.0,1284.0,1016.0,2284.0,1481.0,1459.0,1312.0,1559.0,930.0,
1071.0,330.0,826.0,481.0,799.0,821.0,1073.0,1260.0,1116.0,640.0,819.0,1178.0,1181.0,927.0,729.0,1416.0,704.0,1119.0,1104.0,957.0,1208.0,1333.0,981.0,448.0,1071.0,
1561.0,826.0,330.0,968.0,453.0,1179.0,1402.0,1159.0,880.0,1059.0,879.0,1673.0,1210.0,1337.0,431.0,1835.0,782.0,1547.0,1599.0,466.0,1584.0,1738.0,1399.0,944.0,1561.0,
923.0,481.0,968.0,330.0,927.0,716.0,964.0,1285.0,1187.0,524.0,841.0,1051.0,1171.0,794.0,873.0,1273.0,749.0,975.0,961.0,1095.0,1079.0,1193.0,843.0,400.0,923.0,
1510.0,799.0,453.0,927.0,330.0,1088.0,1301.0,1041.0,775.0,988.0,762.0,1645.0,1087.0,1254.0,480.0,1749.0,674.0,1466.0,1556.0,515.0,1489.0,1648.0,1318.0,916.0,1510.0,
895.0,821.0,1179.0,716.0,1088.0,330.0,582.0,1101.0,1138.0,522.0,750.0,1138.0,916.0,509.0,1109.0,991.0,760.0,718.0,972.0,1273.0,737.0,891.0,573.0,786.0,895.0,
954.0,1073.0,1402.0,964.0,1301.0,582.0,330.0,1130.0,1255.0,771.0,905.0,1228.0,907.0,560.0,1341.0,824.0,959.0,641.0,1040.0,1483.0,536.0,714.0,574.0,1034.0,954.0,
1666.0,1260.0,1159.0,1285.0,1041.0,1101.0,1130.0,330.0,642.0,1179.0,776.0,1902.0,561.0,1259.0,1180.0,1613.0,887.0,1429.0,1742.0,1136.0,1328.0,1503.0,1313.0,1328.0,1666.0,
1679.0,1116.0,880.0,1187.0,775.0,1138.0,1255.0,642.0,330.0,1144.0,722.0,1879.0,793.0,1315.0,923.0,1748.0,771.0,1515.0,1745.0,835.0,1461.0,1638.0,1377.0,1210.0,1679.0,
872.0,640.0,1059.0,524.0,988.0,522.0,771.0,1179.0,1144.0,330.0,759.0,1067.0,1031.0,621.0,976.0,1118.0,712.0,823.0,933.0,1170.0,898.0,1029.0,679.0,594.0,872.0,
1288.0,819.0,879.0,841.0,762.0,750.0,905.0,776.0,722.0,759.0,330.0,1496.0,705.0,928.0,851.0,1386.0,457.0,1134.0,1356.0,930.0,1107.0,1279.0,992.0,882.0,1288.0,
608.0,1178.0,1673.0,1051.0,1645.0,1138.0,1228.0,1902.0,1879.0,1067.0,1496.0,330.0,1723.0,1013.0,1573.0,1110.0,1440.0,961.0,522.0,1805.0,1158.0,1118.0,984.0,1061.0,608.0,
1473.0,1181.0,1210.0,1171.0,1087.0,916.0,907.0,561.0,793.0,1031.0,705.0,1723.0,330.0,1057.0,1204.0,1384.0,832.0,1212.0,1553.0,1222.0,1100.0,1275.0,1106.0,1224.0,1473.0,
