731.0,1412.0,468.0,726.0,642.0,977.0,788.0,572.0,701.0,706.0,670.0,466.0,1405.0,825.0,330.0,636.0,760.0,843.0,1008.0,1412.0,1377.0,1256.0,1022.0,1291.0,731.0,
487.0,1715.0,543.0,1033.0,837.0,1249.0,768.0,685.0,433.0,832.0,545.0,757.0,1662.0,1013.0,636.0,330.0,548.0,1002.0,966.0,1692.0,1666.0,1560.0,1308.0,1595.0,487.0,
395.0,1826.0,624.0,1129.0,823.0,1407.0,620.0,666.0,450.0,1038.0,441.0,840.0,1832.0,1209.0,760.0,548.0,330.0,934.0,778.0,1842.0,1806.0,1629.0,1337.0,1665.0,395.0,
964.0,1461.0,815.0,866.0,531.0,1256.0,675.0,650.0,984.0,1203.0,835.0,747.0,1667.0,1268.0,843.0,1002.0,934.0,330.0,754.0,1600.0,1533.0,1178.0,837.0,1212.0,964.0,
839.0,1872.0,895.0,1222.0,817.0,1590.0,551.0,771.0,889.0,1373.0,753.0,994.0,2019.0,1501.0,1008.0,966.0,778.0,754.0,330.0,1979.0,1921.0,1600.0,1261.0,1634.0,839.0,
1811.0,656.0,1549.0,1087.0,1492.0,774.0,1795.0,1574.0,1776.0,1275.0,1747.0,1350.0,524.0,1087.0,1412.0,1692.0,1842.0,1600.0,1979.0,330.0,422.0,939.0,1187.0,934.0,1811.0,
1778.0,569.0,1512.0,1033.0,1435.0,759.0,1743.0,1526.0,1745.0,1272.0,1707.0,1306.0,606.0,1091.0,1377.0,1666.0,1806.0,1533.0,1921.0,422.0,330.0,848.0,1105.0,842.0,1778.0,
1624.0,663.0,1360.0,863.0,1160.0,933.0,1472.0,1300.0,1610.0,1348.0,1519.0,1135.0,1100.0,1237.0,1256.0,1560.0,1629.0,1178.0,1600.0,939.0,848.0,330.0,674.0,365.0,1624.0,
1342.0,981.0,1096.0,697.0,848.0,985.0,1147.0,1002.0,1338.0,1229.0,1226.0,888.0,1305.0,1182.0,1022.0,1308.0,1337.0,837.0,1261.0,1187.0,1105.0,674.0,330.0,706.0,1342.0,
1659.0,646.0,1395.0,897.0,1196.0,953.0,1507.0,1335.0,1645.0,1377.0,1554.0,1171.0,1100.0,1262.0,1291.0,1595.0,1665.0,1212.0,1634.0,934.0,842.0,365.0,706.0,330.0,1659.0,
330.0,1808.0,601.0,1112.0,836.0,1372.0,669.0,675.0,386.0,984.0,459.0,824.0,1794.0,1160.0,731.0,487.0,395.0,964.0,839.0,1811.0,1778.0,1624.0,1342.0,1659.0,300.0,
