930.0,2408.0,1201.0,1712.0,1436.0,1972.0,1269.0,1275.0,986.0,1584.0,1059.0,1424.0,2394.0,1760.0,1331.0,1087.0,995.0,1564.0,1439.0,2411.0,2378.0,2224.0,1942.0,2259.0,930.0,
1808.0,330.0,1537.0,1027.0,1401.0,882.0,1717.0,1518.0,1783.0,1388.0,1720.0,1316.0,844.0,1228.0,1412.0,1715.0,1826.0,1461.0,1872.0,656.0,569.0,663.0,981.0,646.0,1808.0,
601.0,1537.0,330.0,842.0,632.0,1116.0,674.0,499.0,580.0,809.0,531.0,555.0,1544.0,950.0,468.0,543.0,624.0,815.0,895.0,1549.0,1512.0,1360.0,1096.0,1395.0,601.0,
1112.0,1027.0,842.0,330.0,735.0,722.0,1039.0,826.0,1091.0,863.0,1023.0,619.0,1135.0,824.0,726.0,1033.0,1129.0,866.0,1222.0,1087.0,1033.0,863.0,697.0,897.0,1112.0,
836.0,1401.0,632.0,735.0,330.0,1110.0,646.0,490.0,841.0,1003.0,713.0,550.0,1535.0,1078.0,642.0,837.0,823.0,531.0,817.0,1492.0,1435.0,1160.0,848.0,1196.0,836.0,
1372.0,882.0,1116.0,722.0,1110.0,330.0,1390.0,1163.0,1335.0,845.0,1316.0,934.0,762.0,676.0,977.0,1249.0,1407.0,1256.0,1590.0,774.0,759.0,933.0,985.0,953.0,1372.0,
669.0,1717.0,674.0,1039.0,646.0,1390.0,330.0,558.0,708.0,1152.0,555.0,786.0,1822.0,1282.0,788.0,768.0,620.0,675.0,551.0,1795.0,1743.0,1472.0,1147.0,1507.0,669.0,
675.0,1518.0,499.0,826.0,490.0,1163.0,558.0,330.0,682.0,948.0,554.0,559.0,1595.0,1062.0,572.0,685.0,666.0,650.0,771.0,1574.0,1526.0,1300.0,1002.0,1335.0,675.0,
386.0,1783.0,580.0,1091.0,841.0,1335.0,708.0,682.0,330.0,933.0,486.0,805.0,1753.0,1112.0,701.0,433.0,450.0,984.0,889.0,1776.0,1745.0,1610.0,1338.0,1645.0,386.0,
984.0,1388.0,809.0,863.0,1003.0,845.0,1152.0,948.0,933.0,330.0,985.0,787.0,1204.0,526.0,706.0,832.0,1038.0,1203.0,1373.0,1275.0,1272.0,1348.0,1229.0,1377.0,984.0,
459.0,1720.0,531.0,1023.0,713.0,1316.0,555.0,554.0,486.0,985.0,330.0,735.0,1745.0,1143.0,670.0,545.0,441.0,835.0,753.0,1747.0,1707.0,1519.0,1226.0,1554.0,459.0,
824.0,1316.0,555.0,619.0,550.0,934.0,786.0,559.0,805.0,787.0,735.0,330.0,1367.0,860.0,466.0,757.0,840.0,747.0,994.0,1350.0,1306.0,1135.0,888.0,1171.0,824.0,
1794.0,844.0,1544.0,1135.0,1535.0,762.0,1822.0,1595.0,1753.0,1204.0,1745.0,1367.0,330.0,1008.0,1405.0,1662.0,1832.0,1667.0,2019.0,524.0,606.0,1100.0,1305.0,1100.0,1794.0,
1160.0,1228.0,950.0,824.0,1078.0,676.0,1282.0,1062.0,1112.0,526.0,1143.0,860.0,1008.0,330.0,825.0,1013.0,1209.0,1268.0,1501.0,1087.0,1091.0,1237.0,1182.0,1262.0,1160.0,
