930.0,1606.0,1279.0,1277.0,1050.0,1667.0,2136.0,1768.0,1303.0,2039.0,1237.0,1575.0,1368.0,1900.0,2320.0,1104.0,2193.0,1691.0,1208.0,1046.0,1858.0,930.0,
1006.0,330.0,841.0,802.0,1115.0,784.0,995.0,939.0,697.0,836.0,712.0,1299.0,847.0,658.0,1077.0,1026.0,935.0,423.0,1135.0,1048.0,722.0,1006.0,
679.0,841.0,330.0,817.0,793.0,729.0,1221.0,819.0,753.0,1157.0,532.0,809.0,420.0,1055.0,1452.0,822.0,1345.0,934.0,650.0,636.0,963.0,679.0,
677.0,802.0,817.0,330.0,738.0,1078.0,1445.0,1220.0,441.0,1303.0,627.0,1255.0,894.0,1130.0,1549.0,596.0,1403.0,863.0,932.0,779.0,1160.0,677.0,
450.0,1115.0,793.0,738.0,330.0,1185.0,1655.0,1282.0,789.0,1557.0,754.0,1029.0,880.0,1416.0,1837.0,492.0,1708.0,1197.0,650.0,510.0,1378.0,450.0,
1067.0,784.0,729.0,1078.0,1185.0,330.0,835.0,486.0,975.0,815.0,805.0,997.0,654.0,788.0,1110.0,1183.0,1037.0,845.0,1026.0,1035.0,622.0,1067.0,
1536.0,995.0,1221.0,1445.0,1655.0,835.0,330.0,838.0,1335.0,525.0,1239.0,1471.0,1155.0,705.0,675.0,1619.0,697.0,981.0,1528.0,1523.0,617.0,1536.0,
1168.0,939.0,819.0,1220.0,1282.0,486.0,838.0,330.0,1121.0,877.0,935.0,964.0,732.0,898.0,1155.0,1300.0,1109.0,996.0,1078.0,1119.0,708.0,1168.0,
703.0,697.0,753.0,441.0,789.0,975.0,1335.0,1121.0,330.0,1194.0,552.0,1216.0,820.0,1023.0,1444.0,671.0,1300.0,763.0,926.0,787.0,1049.0,703.0,
1439.0,836.0,1157.0,1303.0,1557.0,815.0,525.0,877.0,1194.0,330.0,1133.0,1481.0,1106.0,520.0,628.0,1501.0,564.0,806.0,1475.0,1444.0,527.0,1439.0,
637.0,712.0,532.0,627.0,754.0,805.0,1239.0,935.0,552.0,1133.0,330.0,1004.0,599.0,993.0,1413.0,714.0,1287.0,803.0,762.0,666.0,957.0,637.0,
975.0,1299.0,809.0,1255.0,1029.0,997.0,1471.0,964.0,1216.0,1481.0,1004.0,330.0,783.0,1439.0,1774.0,1149.0,1703.0,1389.0,710.0,863.0,1289.0,975.0,
768.0,847.0,420.0,894.0,880.0,654.0,1155.0,732.0,820.0,1106.0,599.0,783.0,330.0,1022.0,1404.0,912.0,1306.0,938.0,703.0,718.0,910.0,768.0,
1300.0,658.0,1055.0,1130.0,1416.0,788.0,705.0,898.0,1023.0,520.0,993.0,1439.0,1022.0,330.0,753.0,1344.0,624.0,618.0,1373.0,1320.0,527.0,1300.0,
1720.0,1077.0,1452.0,1549.0,1837.0,1110.0,675.0,1155.0,1444.0,628.0,1413.0,1774.0,1404.0,753.0,330.0,1768.0,487.0,1020.0,1771.0,1733.0,825.0,1720.0,
504.0,1026.0,822.0,596.0,492.0,1183.0,1619.0,1300.0,671.0,1501.0,714.0,1149.0,912.0,1344.0,1768.0,330.0,1630.0,1100.0,778.0,617.0,1335.0,504.0,
1593.0,935.0,1345.0,1403.0,1708.0,1037.0,697.0,1109.0,1300.0,564.0,1287.0,1703.0,1306.0,624.0,487.0,1630.0,330.0,871.0,1664.0,1614.0,745.0,1593.0,
1091.0,423.0,934.0,863.0,1197.0,845.0,981.0,996.0,763.0,806.0,803.0,1389.0,938.0,618.0,1020.0,1100.0,871.0,330.0,1228.0,1138.0,728.0,1091.0,
608.0,1135.0,650.0,932.0,650.0,1026.0,1528.0,1078.0,926.0,1475.0,762.0,710.0,703.0,1373.0,1771.0,778.0,1664.0,1228.0,330.0,493.0,1280.0,608.0,
446.0,1048.0,636.0,779.0,510.0,1035.0,1523.0,1119.0,787.0,1444.0,666.0,863.0,718.0,1320.0,1733.0,617.0,1614.0,1138.0,493.0,330.0,1255.0,446.0,
1258.0,722.0,963.0,1160.0,1378.0,622.0,617.0,708.0,1049.0,527.0,957.0,1289.0,910.0,527.0,825.0,1335.0,745.0,728.0,1280.0,1255.0,330.0,1258.0,
330.0,1006.0,679.0,677.0,450.0,1067.0,1536.0,1168.0,703.0,1439.0,637.0,975.0,768.0,1300.0,1720.0,504.0,1593.0,1091.0,608.0,446.0,1258.0,300.0,
