lon,lat
7.60884,51.96836
7.60168,51.9701
7.6035977,51.9729912
7.5951649,51.971603
7.58923,51.96915
7.5933084,51.9698742
7.60564,51.96635
7.6089137,51.9701708
7.59878,51.96643
7.6101736,51.9727101
